Titulo,Descripcion,Fecha,Predicted_Label
descalificado judoca portugues caer el movil pleno combate,informir servicio diagnostico radiodiagnostico consorcio hospitalario provincial castellon reconocer asuncion parte personal hospital resonancia magnetico 2014 contratado firma privado,2020-04-05,1
rifirrafe interno dejar equo eleccion europeo,partido verde presentar comicio parlamento europeo debido disputa interno coalicion confluir unidas poder compromiso europa situacion dejar escenario politico movimiento ecologista espanol momento crucial afrontar calentamiento global,2019-05-07,0
izquierdo sumar valencia pelo tras reves unid podem,joan ribo postula alcalde cuatro ano concejal compromis pspv unid podem quedar representacion castellar plana pspv ganar poder capitalizar gobierno izquierdo bloque derecho imponer alacant,2019-05-26,1
coalicion canario impedir declaracion institucional derechos lgtbi corte valenciano,texto manifestar reconocimiento lucha derechos colectivo compromiso impulsar todo medida necesario erradicar discriminacion salido adelante contar apoyo formacion ultraderechista,2019-06-26,0
voto derecha ascenso vox visto diferente voz unido poder,ascenso extremo derecha alertar grupo confederal dirigente dar explicacion avance garzon publicar libro forma pp ciudadano vox seducir clase medio mientras todavia llegar clase obrero espana urban publicar libro emergencia vox necesidad readaptar discurso izquierdo enfrentar el dos escrito seguir linea diferente dirigente unido poder pronunciar fenomeno,2019-11-24,1
auto kitchen desvelar movil garcia castano ser analizar dos ano despues ser el incautar,juez ordenar ahora volcado movil enrique garcia castano gordo expolicir antonio bonilla dos estrecho colaborador comisario villarejo investigado varios pieza tandem terminal incautado 11 julio 2018 contenido solo ser investigar sino siquiera ser extraer telefono prescribir ley enjuiciamiento criminal mensaje garcia castano poder aclarar si xavier garcia albiol operativo kitchen,2020-11-27,1
cristina narbona volver prometer diputado quinto vez,presidente gobierno funciones ser miembro camara bajar cuatro legislatura anterior llegar seis ano parlamentario solo lograr empezar acabar diputado seis mes xi legislaturar,2019-05-20,0
moncloa respaldar aragones no marco mes trabajar equipo ambos gobierno,pedir ejecutivo catalan organizar dar hecho miercoles reunir ambos delegacion gobierno sentado nombre proponer junt acudir primero reunion,2021-09-14,1
vox votar etico obligatorio pese interes mostrar ahora filosofia,madrid presentar enmienda senado lomloe recuperar asignatura obligatorio etico cuarto tres dirigente extremo derecho camara bajo votar propuesta,2022-03-31,1
90 afiliado pp poder quedar votar corriente pago,condicion poder elegir sucesor rajoy haber pagar cuota anual correspondiente militante hecho proximo lunes abonar 20 euros,2018-06-21,1
graells nurio marin poder continuar alcaldia peor poder pasar ciudadania hacer inmune corrupcion,jaume graells concejal socialista denunciar caso presunto corrupcion consell esportiu lhospitalet llobregat presentar ahora alcaldable esquerra segundo ciudad catalunya asunto implicado dos concejal psc salpicado judicialmente alcaldesa nurio marin dirigente importante socialismo catalan,2022-07-02,1
constitucional mantener orden detencion puigdemont comin tras ser elegir eurodiputado,auto explicar suspension solicitado lider independentista acarrear perturbacion funcion jurisdiccional suponer injerencia decision adoptado jurisdiccion ordinario,2020-09-11,1
unidos pp pedir cs atienda tc desbloquear ley vetado gobierno,monico garcia acusar ejecutivo abusar prerrogativo frenar propuesta alterar presupuesto,2018-04-27,0
junta electoral madrid expedientar ayuntamiento poder proyeccion papel barcena,incoa expediente sancionador pablo echenique irenir montero juan manuel olmo isabel serra concejal distrito centro jorge garcia castano,2019-04-11,1
imputar mediaset varios periodista investigar fortuna heredero jordi sevilla,presidente grupo comunicacion alejandro echevarer representante legal resto querellado participar programa cuatro mediaset espana comunicacion s.a herencia jordi sevilla citado declarar jueves 27 agosto 11:15h juzgado plazar castilla tras querella criminal presentado familia dictador acceso publico,2020-08-26,0
puigdemont llamar movilizacion violento sentencia supremo,expresidente generalitat tachado injusto inhumana condena junquera resto lider proces discurso pronunciado delegacion gobierno regional brusela,2019-10-14,1
pp temer equo gire hacia derecha pacte equo tras 28-a,partido morado esperar forme gobierno progresista tras eleccion sospechar parte socialista intentar volver escenario 2016 reeditar conocido pacto abrazo,2019-02-15,0
imputado falso testimonio perito cuyo informe iniciar caso noos,juzgar instruccion numero 9 palma mallorca citado declarar proximo 8 junio calidad investigado rafael balaguer tras querella presentado ex presidente balear jose luis moreno,2018-05-16,1
cdr cortar parcialmente a-2 accesos ciudad lleida,cdr ponent pedido normalizar situacion injusticio represion sufrir catalunya compartido red social imagen corte carretero,2019-11-19,1
gobierno acelerar agenda social aprovechar fondo ue frenar derecho,avanzar derecho eleccion madrid llevar ejecutivo tratar impulsar reforzar medida social buen marcha vacunacion fondo europeo llenar optimismo rito maestre convencido nunca agotar legislatura gobierno coalicion consolido,2021-05-16,0
asi narrado directo acto diado 2018,11 septiembre primero tras referendum autodeterminacion 1-o declaracion independencia simbolico 27-o manifestacion centrado dirigente soberanista preso desplazado europa hecho,2018-09-11,1
melenchon considerar escandalo audio ferrera confesar dar noticia burdo pablo iglesia,izquierdista frances relacionado caso similar dos politico formacion francia insumisar golpe montado garrido corbiere parecer ser metodo expandir,2022-07-10,1
fiesta pce 40 ano hacer historia,ano partido comunista espana extremado precaucion encontrarse veto derecho decidido trasladar evento riva vaciamadrid municipio referente izquierdo decada,2019-09-29,1
sonrisa pedro sanchez tras ser presentar presidente republica espanol acto colombia,sanchez mostrado total apoyo presidente colombia gira americo latino,2022-08-25,1
mitad trabajador rtve rechazar nombramiento enric hernandez jefe informacion,consejo informativo lamentar bajo participacion referendum aunque vinculante instrumento profesional mostrar posicion cargo directivo depender,2019-09-23,1
fundacion franco querellacer wyoming parodiar exhumacion dictador,entidad ultraderechista lanza ademas boicot sexto asegura dejar atender cualquiera llamado medio,2018-09-06,1
entramado webs noticia falso afin eaj-pnv amplifico discurso racista invasion,informe publicado fundacion rosa luxemburgo detecta veintena sitio ofrecer fake news caracter ultraderechista mismo portal disparado mensaje odio inmigrante tras hecho ceuta,2021-05-19,0
empleo nombra alto cargo dos partidario regular prostitucion,fuente gobierno negar nombramiento contradictorio postulado abolicionista rechazo prostitucion,2018-11-21,1
grupo censurar pp querer penalizar referendums ilegal carcelir caso violencia machista,iniciativa ser rechazar 176 voto psoe unido poder erc pdecat compromis pnv 165 favor pp cs foro cero abstencion,2019-02-19,1
debate elitista superliga europeo llegar congreso estar hecho imagen semejanza alfonso rojo,mayoria portavoz grupo camara bajo criticar proyecto impulsado doce grupo rico europa comandado empresario presidente real madrid,2021-04-20,0
asamblea general madrid hacia general inigo errejon,seguir directo asamblea general formacion pretender concluir proceso debate reflexion participacion eleccion general 10 noviembre antidoto abstencion bloqueo,2019-09-25,1
tribunal demorar orden buscar captura mientras exjuez alba presentar nuevo recurso,exjuez jaume collboni condenado prevaricacion maniobrar jueza macaren olona seguir libertad presentar nuevo incidente recusacion presidente tsj canarias llevar cuatro dia contacto familia segun decir esposa,2022-10-17,0
emerito buscar ahora pasar desapercibido sanxenxo,roberto fraile borbon dar bano adepto frente camara escapar prensa visita villa gallego,2023-04-18,0
cospedal parapeto peticion anticorrupcion imputado nuevo guarda silencio comision kitchen,ex secretaria general pp responder portavoz comision investigacion operacion parapolicial robar documentacion luis barcena amparar el hipotetico nuevo imputacion recurso presentar fiscalia hacer tres mes,2021-12-09,1
calvo convocar convencion feminismo socialista sacar adelante agendo igualdad,secretario igualdad partido reivindica quedar avanzar politica igualdad consejo ministros prometer mantener vaso comunicant continuo movimiento feminista,2021-02-01,1
asi contado directo primero jornada congreso pp decidir sucesor rajoy,seguir aqui todo actualidad xix congreso nacional partido popular decidir nuevo presidente partido pablo casado soraya saenz santamacer,2018-07-20,1
profesorar cifuent admitir aprobar alumno defender tfm,cecilia rosado asegurar jueza superior enrique alvarez conde apuntar responsable todo decision decir presentar trabajo final master mero formalidad,2018-09-10,1
acusar cifuent robar 2011 crema supermercado valleca,gloria calero pretender salir supermercado tras sustraer dos bote cremo anti-edad marca olay numero dos asamblea madrid,2018-04-25,1
junta electoral investigar filtracion inhabilitacion pedro cura iniciativo vers per catalunya,lider partido conservador pablo boluarte anticipar resolucion organo trave tuit casi hora notificar oficialmente,2020-03-05,0
conseller interior catalunya admitir error comunicacion uso gas pimiento,buch reconocido objetivo explicar herramienta cuerpo mossos desquadro poder separar manifestante signo contrario aislar grupo violento,2019-09-22,1
club donostia solo aceptar socio varon acoger acto ultraderechista proceso paz euskadi,falangista martin saenz ynestrillas 23 febrero capital guipuzcoano presentar libro eta publicado editorial franquista snd obra cargo policia nacional,2023-02-05,1
junta electoral multar 1000 euros abc entrevista arrimada jornado reflexion 21d,juntar concluido entrevista ines arrimada constituir voluntario consciente asuncion papel correo transmision despues periodico presentar varios alegacion,2018-04-05,1
psoe poder no poder tener trabajo inquietante ceoe,unidas poder asegurar socialista rechazar dar el ministerio competencia trabajo argumentar iglesia inquietante patronal,2019-07-24,1
caso mediador salpico pp varios contrato administracion,gobierno pp junta andalucia adjudicar contrato empresario senalado tramo corrupcion popular defender comparar caso erar psoe estrategia elevar implicacion socialista,2023-03-02,1
sanchez evitar referir el congreso derogacion reforma laboral pactado bildu,lider pp pablo casado preguntar presidente gobierno si ir derogar forma integro reforma laboral recuperarer derecho laboral reconstruir consenso roto contesta sanchez referir el derogacion incluido acuerdo bildu,2020-05-27,1
gobierno criticar guaidar golpe militar llamar trump cowboy oeste,ministro asuntos exteriores jose angel fernandez villa defender situacion pais latinoamericano nadie desenfundir sino encontrar solucion pacifico negociado democratico,2019-05-08,1
